Age,Gender,SkinType,HairType,Budget,Concern,Rating,RecommendedService
61,Female,Dry,Wavy,1000,Dandruff,4.0,Anti-Dandruff Spa
60,Male,Dry,Coily,2000,Hair Fall,4.5,Hair Spa
45,Female,Oily,Straight,5000,Dandruff,5.0,Chemical Peel Treatment
44,Female,Combination,Wavy,1500,Hair Fall,3.5,Scalp Treatment
18,Female,Normal,Straight,3000,Dandruff,4.0,Anti-Dandruff Spa
32,Female,Combination,Coily,2000,Hair Fall,3.5,Advanced Hair Spa
46,Male,Oily,Wavy,5000,Dandruff,4.5,Chemical Peel Treatment
53,Female,Dry,Straight,1500,Frizz,4.0,Keratin Therapy
62,Female,Normal,Curly,5000,Dandruff,3.0,Keratin Therapy
24,Female,Combination,Curly,10000,Aging,5.0,Gold Glow Therapy
54,Male,Normal,Wavy,5000,Dandruff,5.0,Hair Spa
38,Male,Normal,Coily,3000,Hair Fall,3.0,Advanced Hair Spa
29,Female,Combination,Coily,1500,Frizz,4.0,Keratin Therapy
58,Female,Normal,Thinning,3000,Hair Fall,3.0,Advanced Hair Spa
57,Female,Dry,Curly,500,Dullness,4.0,Hair Spa
33,Female,Sensitive,Wavy,2000,Pigmentation,3.0,De-Tan Treatment
24,Female,Dry,Wavy,2000,Dullness,3.0,Hydrating Facial
44,Female,Oily,Straight,5000,Pigmentation,4.5,Chemical Peel Treatment
32,Male,Dry,Curly,500,Acne,4.0,Hydrating Facial
44,Female,Combination,Thinning,2000,Aging,3.0,Anti-Aging Facial
33,Female,Oily,Curly,10000,Pigmentation,5.0,Chemical Peel Treatment
33,Female,Combination,Thinning,1000,Frizz,3.0,Scalp Treatment
49,Male,Dry,Coily,1500,Acne,3.0,Deep Cleansing Facial
32,Male,Combination,Straight,2000,Frizz,4.0,Keratin Therapy
46,Female,Dry,Straight,5000,Acne,5.0,Chemical Peel Treatment
30,Female,Dry,Wavy,5000,Acne,3.5,Chemical Peel Treatment
31,Female,Combination,Coily,500,Frizz,4.5,Hair Spa
26,Female,Dry,Curly,5000,Dullness,4.0,Keratin Therapy
45,Female,Oily,Wavy,2000,Dandruff,3.0,Chemical Peel Treatment
20,Female,Sensitive,Straight,500,Dullness,3.5,Vitamin C Glow Facial
27,Female,Sensitive,Wavy,5000,Dullness,3.5,Vitamin C Glow Facial
51,Male,Normal,Thinning,3000,Hair Fall,4.5,Advanced Hair Spa
56,Female,Normal,Wavy,2000,Dandruff,3.5,Anti-Dandruff Spa
46,Female,Combination,Thinning,1000,Frizz,3.0,Scalp Treatment
36,Female,Normal,Coily,500,Dullness,5.0,Hair Spa
62,Female,Oily,Wavy,5000,Frizz,5.0,Chemical Peel Treatment
25,Female,Sensitive,Thinning,5000,Frizz,3.5,Advanced Hair Spa
29,Female,Dry,Wavy,1000,Acne,5.0,Deep Cleansing Facial
52,Male,Dry,Thinning,3000,Acne,4.0,Chemical Peel Treatment
23,Female,Combination,Thinning,1000,Dullness,3.5,Advanced Hair Spa
31,Female,Dry,Straight,3000,Aging,5.0,Gold Glow Therapy
45,Male,Normal,Straight,5000,Dullness,4.0,Vitamin C Glow Facial
61,Female,Combination,Straight,500,Dullness,3.0,Vitamin C Glow Facial
60,Female,Oily,Straight,1500,Aging,5.0,Deep Cleansing Facial
62,Female,Oily,Coily,10000,Pigmentation,4.0,Chemical Peel Treatment
58,Male,Normal,Straight,5000,Aging,4.0,Gold Glow Therapy
61,Female,Normal,Curly,10000,Hair Fall,4.0,Advanced Hair Spa
52,Male,Normal,Thinning,3000,Dandruff,4.0,Advanced Hair Spa
22,Female,Combination,Thinning,3000,Dullness,3.0,Advanced Hair Spa
48,Female,Sensitive,Coily,500,Acne,5.0,De-Tan Treatment
34,Male,Sensitive,Curly,5000,Hair Fall,3.0,Advanced Hair Spa
51,Female,Dry,Coily,2000,Pigmentation,3.0,Keratin Therapy
27,Male,Normal,Wavy,1500,Hair Fall,3.0,Scalp Treatment
28,Male,Sensitive,Straight,3000,Frizz,3.0,Keratin Therapy
21,Female,Dry,Coily,3000,Dullness,5.0,Keratin Therapy
57,Female,Oily,Thinning,10000,Frizz,5.0,Chemical Peel Treatment
22,Female,Oily,Straight,10000,Dandruff,4.0,Chemical Peel Treatment
25,Male,Normal,Straight,1500,Frizz,4.0,Keratin Therapy
59,Female,Sensitive,Coily,1000,Pigmentation,3.5,Hair Spa
30,Female,Oily,Coily,1500,Aging,3.5,Deep Cleansing Facial
27,Female,Normal,Curly,5000,Aging,5.0,Gold Glow Therapy
60,Female,Combination,Coily,1500,Aging,3.0,Anti-Aging Facial
44,Male,Dry,Curly,5000,Frizz,5.0,Keratin Therapy
24,Female,Combination,Straight,2000,Dullness,3.0,Vitamin C Glow Facial
36,Male,Sensitive,Wavy,1500,Dullness,4.0,Vitamin C Glow Facial
20,Female,Dry,Curly,1500,Pigmentation,3.5,Keratin Therapy
64,Female,Oily,Coily,2000,Hair Fall,4.5,Chemical Peel Treatment
36,Female,Normal,Thinning,500,Dullness,3.5,Scalp Treatment
41,Female,Normal,Thinning,1000,Dullness,4.0,Scalp Treatment
26,Female,Oily,Curly,500,Hair Fall,3.0,Deep Cleansing Facial
36,Female,Dry,Wavy,10000,Dullness,4.0,Hydrating Facial
51,Female,Combination,Straight,2000,Frizz,3.5,Keratin Therapy
24,Female,Normal,Coily,3000,Dandruff,3.0,Keratin Therapy
56,Non-binary,Dry,Thinning,500,Frizz,3.5,Scalp Treatment
26,Female,Combination,Wavy,500,Dandruff,3.0,Anti-Dandruff Spa
23,Male,Normal,Thinning,2000,Dullness,4.0,Advanced Hair Spa
24,Female,Normal,Coily,10000,Pigmentation,5.0,Keratin Therapy
18,Male,Dry,Straight,10000,Acne,5.0,Chemical Peel Treatment
44,Female,Dry,Thinning,3000,Acne,3.5,Chemical Peel Treatment
39,Female,Sensitive,Curly,5000,Hair Fall,5.0,Advanced Hair Spa
64,Male,Oily,Thinning,5000,Aging,4.5,Chemical Peel Treatment
40,Female,Oily,Straight,1500,Pigmentation,3.0,Deep Cleansing Facial
51,Female,Normal,Curly,500,Pigmentation,4.0,Hair Spa
43,Female,Combination,Straight,3000,Aging,4.5,Gold Glow Therapy
64,Female,Dry,Thinning,3000,Pigmentation,3.5,Advanced Hair Spa
46,Female,Combination,Coily,500,Acne,4.0,Deep Cleansing Facial
62,Male,Combination,Wavy,3000,Pigmentation,4.5,De-Tan Treatment
20,Male,Oily,Curly,1000,Dandruff,4.5,Deep Cleansing Facial
20,Female,Oily,Straight,5000,Aging,4.5,Chemical Peel Treatment
19,Male,Dry,Straight,3000,Aging,4.0,Gold Glow Therapy
56,Female,Oily,Coily,1000,Frizz,4.5,Deep Cleansing Facial
31,Female,Dry,Wavy,1500,Hair Fall,4.0,Scalp Treatment
45,Female,Dry,Coily,3000,Acne,4.5,Chemical Peel Treatment
49,Female,Normal,Wavy,3000,Aging,5.0,Gold Glow Therapy
36,Male,Oily,Straight,1000,Hair Fall,5.0,Anti-Dandruff Spa
46,Male,Combination,Curly,1000,Dandruff,5.0,Hair Spa
51,Female,Oily,Wavy,1000,Frizz,4.0,Deep Cleansing Facial
25,Female,Combination,Coily,5000,Frizz,3.0,Keratin Therapy
21,Female,Normal,Thinning,5000,Acne,4.0,Chemical Peel Treatment
29,Male,Sensitive,Curly,3000,Dullness,3.5,Keratin Therapy
56,Male,Normal,Coily,10000,Pigmentation,5.0,Keratin Therapy
60,Female,Normal,Thinning,10000,Pigmentation,4.5,Advanced Hair Spa
51,Female,Normal,Curly,3000,Dandruff,5.0,Keratin Therapy
39,Female,Combination,Straight,10000,Pigmentation,4.0,De-Tan Treatment
30,Non-binary,Dry,Straight,1000,Dullness,3.5,Hydrating Facial
27,Male,Sensitive,Coily,3000,Pigmentation,3.0,Keratin Therapy
62,Female,Normal,Coily,1000,Dandruff,3.0,Hair Spa
44,Non-binary,Oily,Coily,1000,Frizz,3.5,Deep Cleansing Facial
64,Female,Normal,Wavy,1500,Frizz,5.0,Keratin Therapy
59,Female,Normal,Wavy,5000,Pigmentation,3.0,De-Tan Treatment
36,Male,Combination,Coily,5000,Acne,3.5,Chemical Peel Treatment
54,Female,Combination,Straight,3000,Dullness,3.5,Vitamin C Glow Facial
40,Female,Dry,Coily,5000,Hair Fall,3.0,Advanced Hair Spa
42,Female,Combination,Coily,5000,Acne,3.5,Advanced Hair Spa
45,Female,Dry,Wavy,10000,Pigmentation,4.0,Hydrating Facial
25,Female,Dry,Curly,2000,Pigmentation,3.5,Keratin Therapy
37,Male,Combination,Straight,10000,Acne,3.5,Chemical Peel Treatment
32,Female,Normal,Coily,3000,Dandruff,4.5,Keratin Therapy
21,Female,Sensitive,Thinning,1000,Acne,3.0,Deep Cleansing Facial
57,Female,Oily,Straight,500,Dandruff,5.0,Deep Cleansing Facial
59,Female,Combination,Thinning,500,Dullness,4.0,Scalp Treatment
44,Male,Normal,Wavy,10000,Pigmentation,4.5,De-Tan Treatment
58,Female,Combination,Wavy,5000,Hair Fall,4.0,Advanced Hair Spa
46,Female,Combination,Coily,1000,Acne,4.5,Deep Cleansing Facial
64,Female,Sensitive,Wavy,3000,Aging,4.0,Classic Swedish Massage
23,Male,Sensitive,Coily,2000,Acne,3.5,Chemical Peel Treatment
56,Female,Combination,Straight,2000,Pigmentation,5.0,De-Tan Treatment
30,Female,Sensitive,Wavy,500,Aging,4.0,Anti-Aging Facial
28,Female,Sensitive,Straight,2000,Pigmentation,3.0,De-Tan Treatment
31,Male,Dry,Straight,500,Pigmentation,3.5,Scalp Treatment
32,Male,Dry,Thinning,5000,Hair Fall,3.5,Advanced Hair Spa
52,Female,Combination,Coily,500,Aging,3.5,Anti-Aging Facial
60,Female,Combination,Curly,3000,Acne,3.5,Chemical Peel Treatment
38,Female,Sensitive,Curly,3000,Acne,3.0,Chemical Peel Treatment
36,Non-binary,Dry,Coily,1000,Frizz,4.0,Hair Spa
43,Female,Oily,Wavy,2000,Frizz,4.5,Chemical Peel Treatment
28,Male,Oily,Straight,10000,Aging,3.0,Chemical Peel Treatment
55,Female,Dry,Straight,5000,Aging,4.0,Gold Glow Therapy
44,Female,Normal,Curly,5000,Dullness,4.5,Keratin Therapy
61,Female,Dry,Coily,10000,Dullness,3.5,Keratin Therapy
52,Female,Oily,Thinning,1000,Pigmentation,4.0,Deep Cleansing Facial
39,Female,Sensitive,Straight,2000,Dullness,5.0,Vitamin C Glow Facial
58,Female,Oily,Coily,2000,Frizz,3.0,Chemical Peel Treatment
49,Female,Sensitive,Thinning,10000,Dullness,3.5,Advanced Hair Spa
18,Female,Oily,Coily,3000,Aging,3.0,Chemical Peel Treatment
28,Female,Combination,Curly,5000,Aging,3.0,Gold Glow Therapy
61,Male,Combination,Straight,10000,Hair Fall,5.0,Advanced Hair Spa
24,Female,Sensitive,Thinning,1000,Frizz,3.0,Scalp Treatment
29,Female,Normal,Wavy,1500,Pigmentation,4.5,De-Tan Treatment
56,Non-binary,Normal,Thinning,3000,Dullness,4.0,Advanced Hair Spa
57,Female,Combination,Thinning,10000,Acne,3.5,Chemical Peel Treatment
20,Male,Oily,Thinning,5000,Frizz,3.5,Chemical Peel Treatment
52,Female,Normal,Curly,3000,Hair Fall,3.5,Advanced Hair Spa
56,Female,Normal,Thinning,3000,Frizz,3.0,Advanced Hair Spa
36,Female,Normal,Thinning,2000,Dullness,3.0,Advanced Hair Spa
46,Female,Dry,Wavy,3000,Dandruff,4.5,Anti-Dandruff Spa
30,Female,Dry,Straight,3000,Dandruff,4.0,Anti-Dandruff Spa
22,Non-binary,Oily,Coily,2000,Pigmentation,5.0,Chemical Peel Treatment
52,Female,Normal,Thinning,2000,Pigmentation,4.5,Advanced Hair Spa
27,Male,Dry,Curly,3000,Pigmentation,3.5,Keratin Therapy
20,Male,Normal,Curly,5000,Pigmentation,3.0,Keratin Therapy
29,Female,Dry,Curly,500,Frizz,4.0,Hair Spa
60,Male,Combination,Coily,2000,Frizz,5.0,Keratin Therapy
47,Female,Oily,Straight,1000,Hair Fall,5.0,Deep Cleansing Facial
39,Male,Combination,Curly,1000,Pigmentation,4.5,Hair Spa
43,Female,Combination,Thinning,1500,Aging,3.5,Anti-Aging Facial
26,Female,Normal,Curly,10000,Dandruff,3.5,Keratin Therapy
30,Female,Normal,Straight,1500,Dandruff,3.5,Anti-Dandruff Spa
61,Female,Combination,Wavy,3000,Dullness,4.0,Vitamin C Glow Facial
48,Female,Combination,Coily,1000,Pigmentation,3.5,Hair Spa
55,Female,Dry,Curly,3000,Pigmentation,4.0,Keratin Therapy
50,Female,Sensitive,Curly,1500,Acne,4.5,Deep Cleansing Facial
42,Male,Normal,Curly,500,Pigmentation,4.0,Hair Spa
61,Female,Combination,Wavy,500,Aging,4.0,Anti-Aging Facial
25,Male,Normal,Thinning,500,Dullness,3.0,Scalp Treatment
56,Female,Oily,Wavy,3000,Dullness,4.0,Chemical Peel Treatment
35,Male,Oily,Curly,1000,Dandruff,4.0,Deep Cleansing Facial
36,Female,Combination,Curly,1000,Acne,3.5,Deep Cleansing Facial
41,Female,Dry,Coily,2000,Frizz,5.0,Keratin Therapy
45,Female,Combination,Straight,500,Pigmentation,4.0,De-Tan Treatment
27,Female,Oily,Curly,10000,Dullness,3.0,Anti-Aging Facial
29,Female,Normal,Thinning,500,Frizz,5.0,Scalp Treatment
53,Female,Dry,Coily,500,Hair Fall,4.0,Scalp Treatment
50,Female,Combination,Coily,1000,Aging,4.0,Anti-Aging Facial
45,Female,Combination,Thinning,3000,Dandruff,4.5,Advanced Hair Spa
35,Female,Dry,Wavy,2000,Frizz,4.0,Keratin Therapy
60,Female,Combination,Thinning,2000,Hair Fall,4.0,Advanced Hair Spa
57,Female,Normal,Wavy,1500,Pigmentation,3.0,De-Tan Treatment
62,Female,Combination,Straight,1000,Dullness,3.0,Vitamin C Glow Facial
20,Female,Combination,Curly,5000,Aging,5.0,Gold Glow Therapy
32,Female,Dry,Wavy,5000,Dullness,3.0,Hydrating Facial
38,Female,Oily,Curly,1500,Dandruff,3.0,Deep Cleansing Facial
58,Female,Normal,Wavy,5000,Acne,4.0,Chemical Peel Treatment
51,Female,Sensitive,Coily,3000,Pigmentation,4.5,Keratin Therapy
62,Non-binary,Dry,Coily,2000,Frizz,4.5,Keratin Therapy
36,Female,Dry,Straight,1000,Hair Fall,5.0,Scalp Treatment
63,Female,Combination,Curly,1000,Acne,5.0,Deep Cleansing Facial
29,Male,Oily,Wavy,1000,Dullness,3.0,Deep Cleansing Facial
56,Female,Oily,Curly,3000,Acne,3.0,Chemical Peel Treatment
18,Male,Normal,Wavy,2000,Hair Fall,4.5,Advanced Hair Spa
63,Female,Combination,Straight,3000,Aging,4.5,Gold Glow Therapy
63,Female,Sensitive,Wavy,10000,Aging,4.0,Gold Glow Therapy
38,Female,Combination,Thinning,5000,Hair Fall,4.5,Advanced Hair Spa
27,Male,Oily,Curly,1000,Pigmentation,3.0,Deep Cleansing Facial
60,Male,Sensitive,Thinning,1000,Frizz,3.0,Scalp Treatment
53,Male,Sensitive,Straight,5000,Dandruff,3.5,Anti-Dandruff Spa
61,Female,Sensitive,Wavy,3000,Frizz,5.0,Keratin Therapy
19,Female,Dry,Wavy,3000,Pigmentation,5.0,Hydrating Facial
44,Male,Oily,Coily,10000,Hair Fall,5.0,Chemical Peel Treatment
37,Female,Normal,Wavy,1000,Aging,4.0,Anti-Aging Facial
62,Non-binary,Normal,Thinning,1000,Hair Fall,5.0,Scalp Treatment
35,Female,Sensitive,Coily,5000,Frizz,4.5,Keratin Therapy
43,Female,Oily,Thinning,1500,Hair Fall,4.0,Deep Cleansing Facial
49,Female,Oily,Wavy,2000,Pigmentation,5.0,Chemical Peel Treatment
29,Female,Sensitive,Straight,1000,Acne,4.0,Deep Cleansing Facial
56,Female,Normal,Coily,5000,Acne,3.5,Chemical Peel Treatment
38,Female,Normal,Thinning,1000,Aging,3.5,De-Tan Treatment
24,Female,Combination,Coily,5000,Dullness,3.0,Keratin Therapy
29,Female,Oily,Curly,10000,Pigmentation,4.5,Chemical Peel Treatment
61,Male,Normal,Thinning,3000,Dullness,5.0,Advanced Hair Spa
61,Female,Combination,Thinning,1500,Aging,3.5,Anti-Aging Facial
43,Male,Oily,Wavy,500,Hair Fall,4.0,Deep Cleansing Facial
42,Female,Normal,Thinning,1500,Acne,4.5,Deep Cleansing Facial
28,Non-binary,Normal,Straight,500,Dullness,3.5,Vitamin C Glow Facial
28,Male,Normal,Curly,5000,Acne,3.0,Chemical Peel Treatment
48,Female,Normal,Wavy,500,Pigmentation,3.5,De-Tan Treatment
54,Female,Sensitive,Straight,1000,Frizz,5.0,Hair Spa
56,Non-binary,Dry,Coily,500,Frizz,3.5,Hair Spa
25,Female,Oily,Coily,2000,Dandruff,3.5,Chemical Peel Treatment
56,Male,Oily,Straight,500,Dandruff,4.5,Deep Cleansing Facial
29,Female,Normal,Straight,2000,Aging,4.0,Anti-Aging Facial
51,Male,Dry,Wavy,3000,Frizz,3.5,Hydrating Facial
30,Female,Combination,Wavy,3000,Acne,3.5,Chemical Peel Treatment
60,Male,Normal,Straight,1000,Dullness,4.0,Vitamin C Glow Facial
23,Female,Normal,Coily,5000,Pigmentation,3.5,Keratin Therapy
18,Female,Combination,Wavy,1000,Pigmentation,4.0,De-Tan Treatment
19,Male,Normal,Wavy,5000,Dullness,4.0,Vitamin C Glow Facial
40,Male,Oily,Straight,10000,Aging,5.0,Chemical Peel Treatment
26,Male,Normal,Coily,10000,Acne,3.0,Chemical Peel Treatment
47,Female,Combination,Wavy,2000,Hair Fall,5.0,Advanced Hair Spa
41,Female,Dry,Wavy,10000,Acne,4.0,Chemical Peel Treatment
27,Female,Sensitive,Straight,2000,Acne,4.0,Chemical Peel Treatment
48,Female,Sensitive,Curly,500,Aging,5.0,Anti-Aging Facial
46,Male,Oily,Coily,2000,Dullness,5.0,Deep Cleansing Facial
26,Female,Combination,Thinning,5000,Acne,4.0,Chemical Peel Treatment
28,Male,Oily,Wavy,5000,Frizz,4.0,Hair Spa
25,Female,Combination,Coily,2000,Pigmentation,4.5,Keratin Therapy
37,Female,Combination,Coily,3000,Frizz,4.0,Keratin Therapy
45,Male,Dry,Curly,2000,Dullness,3.0,Keratin Therapy
34,Female,Oily,Straight,500,Pigmentation,3.0,Deep Cleansing Facial
50,Female,Dry,Straight,10000,Frizz,4.5,Keratin Therapy
24,Female,Combination,Straight,2000,Aging,4.5,Anti-Aging Facial
52,Female,Oily,Curly,2000,Acne,3.5,Chemical Peel Treatment
64,Female,Combination,Straight,2000,Acne,3.5,Chemical Peel Treatment
44,Female,Dry,Straight,2000,Frizz,3.5,Keratin Therapy
21,Male,Combination,Curly,3000,Hair Fall,4.5,Advanced Hair Spa
43,Female,Dry,Straight,500,Pigmentation,4.5,Hydrating Facial
52,Male,Combination,Coily,2000,Frizz,4.5,Keratin Therapy
49,Female,Oily,Thinning,500,Hair Fall,3.5,Deep Cleansing Facial
30,Female,Dry,Coily,1500,Dullness,4.5,Keratin Therapy
45,Male,Oily,Curly,3000,Acne,5.0,Chemical Peel Treatment
26,Female,Sensitive,Straight,500,Acne,4.0,Deep Cleansing Facial
45,Female,Combination,Thinning,500,Dullness,3.0,Scalp Treatment
21,Female,Sensitive,Coily,500,Hair Fall,3.0,De-Tan Treatment
34,Female,Normal,Thinning,500,Dullness,5.0,Scalp Treatment
63,Female,Combination,Thinning,500,Hair Fall,3.5,Scalp Treatment
63,Female,Dry,Straight,1500,Pigmentation,5.0,Hydrating Facial
55,Female,Normal,Coily,2000,Dullness,5.0,Keratin Therapy
49,Female,Oily,Wavy,2000,Pigmentation,4.5,Chemical Peel Treatment
44,Female,Normal,Curly,500,Dandruff,4.5,Hair Spa
27,Female,Combination,Straight,2000,Dandruff,5.0,Anti-Dandruff Spa
32,Male,Combination,Coily,1000,Aging,5.0,Anti-Aging Facial
56,Female,Normal,Straight,3000,Dandruff,3.0,Anti-Dandruff Spa
34,Female,Sensitive,Wavy,500,Aging,4.5,Anti-Aging Facial
47,Male,Normal,Wavy,500,Acne,4.5,Deep Cleansing Facial
28,Female,Oily,Curly,500,Dullness,5.0,Deep Cleansing Facial
23,Female,Normal,Thinning,3000,Pigmentation,5.0,Advanced Hair Spa
55,Female,Dry,Straight,500,Dandruff,3.0,Anti-Dandruff Spa
52,Female,Normal,Curly,5000,Pigmentation,3.0,Keratin Therapy
22,Non-binary,Sensitive,Curly,1500,Pigmentation,3.5,Keratin Therapy
25,Female,Combination,Thinning,3000,Frizz,3.5,Advanced Hair Spa
46,Non-binary,Combination,Coily,500,Pigmentation,3.5,Hair Spa
19,Female,Oily,Coily,2000,Hair Fall,4.5,Chemical Peel Treatment
29,Male,Sensitive,Thinning,500,Hair Fall,5.0,Scalp Treatment
59,Female,Dry,Thinning,2000,Frizz,5.0,Advanced Hair Spa
28,Female,Sensitive,Thinning,3000,Aging,4.5,Gold Glow Therapy
43,Female,Sensitive,Straight,1500,Acne,5.0,Deep Cleansing Facial
63,Female,Oily,Thinning,2000,Acne,4.0,Chemical Peel Treatment
49,Male,Dry,Wavy,2000,Hair Fall,5.0,Advanced Hair Spa
39,Male,Combination,Straight,10000,Dandruff,5.0,Anti-Dandruff Spa
60,Female,Sensitive,Wavy,1500,Frizz,3.0,Keratin Therapy
44,Male,Combination,Thinning,2000,Dandruff,5.0,Advanced Hair Spa
34,Male,Sensitive,Straight,1500,Dandruff,5.0,Anti-Dandruff Spa
22,Female,Dry,Thinning,1500,Acne,4.5,Deep Cleansing Facial
40,Female,Dry,Coily,1500,Pigmentation,5.0,Keratin Therapy
50,Non-binary,Dry,Curly,3000,Dandruff,5.0,Keratin Therapy
32,Female,Sensitive,Wavy,1500,Dandruff,4.5,Anti-Dandruff Spa
51,Female,Normal,Straight,2000,Acne,5.0,Chemical Peel Treatment
23,Female,Dry,Straight,3000,Dullness,3.5,Hydrating Facial
56,Female,Dry,Wavy,5000,Dandruff,3.0,Anti-Dandruff Spa
48,Male,Oily,Curly,1000,Aging,3.0,Deep Cleansing Facial
38,Female,Oily,Coily,1500,Dullness,3.0,Deep Cleansing Facial
41,Male,Combination,Curly,2000,Aging,4.0,Anti-Aging Facial
24,Female,Oily,Wavy,5000,Hair Fall,4.0,Hydrating Facial
44,Female,Oily,Coily,10000,Frizz,4.5,Chemical Peel Treatment
22,Male,Dry,Curly,3000,Pigmentation,5.0,Keratin Therapy
58,Female,Normal,Straight,10000,Dandruff,4.5,Anti-Dandruff Spa
27,Female,Oily,Coily,1500,Dandruff,5.0,Deep Cleansing Facial
24,Male,Combination,Thinning,1000,Dandruff,4.5,Scalp Treatment
52,Female,Normal,Thinning,10000,Aging,5.0,Gold Glow Therapy
57,Female,Combination,Thinning,2000,Pigmentation,4.0,Advanced Hair Spa
23,Female,Normal,Curly,1500,Dullness,3.0,Keratin Therapy
57,Female,Normal,Wavy,500,Dullness,4.5,Vitamin C Glow Facial
33,Female,Sensitive,Straight,1500,Acne,3.0,Deep Cleansing Facial
45,Female,Oily,Wavy,10000,Pigmentation,5.0,Chemical Peel Treatment
53,Male,Dry,Coily,1500,Aging,4.5,Anti-Aging Facial
59,Female,Normal,Thinning,1500,Hair Fall,4.0,Scalp Treatment
42,Female,Oily,Straight,3000,Frizz,5.0,Chemical Peel Treatment
26,Female,Normal,Curly,1000,Acne,4.0,Deep Cleansing Facial
42,Female,Combination,Thinning,3000,Dandruff,4.5,Advanced Hair Spa
21,Female,Sensitive,Curly,1000,Acne,4.0,Deep Cleansing Facial
41,Female,Sensitive,Curly,3000,Acne,5.0,Chemical Peel Treatment
37,Male,Dry,Wavy,10000,Pigmentation,5.0,Keratin Therapy
33,Male,Combination,Curly,10000,Dandruff,4.5,Keratin Therapy
58,Female,Sensitive,Curly,5000,Hair Fall,3.0,Advanced Hair Spa
58,Female,Normal,Curly,1000,Acne,3.0,Deep Cleansing Facial
61,Female,Dry,Straight,1000,Aging,4.0,Anti-Aging Facial
46,Female,Sensitive,Coily,1500,Dandruff,3.5,Keratin Therapy
57,Female,Oily,Straight,500,Aging,4.0,Deep Cleansing Facial
24,Female,Normal,Curly,3000,Dullness,5.0,Keratin Therapy
21,Female,Normal,Straight,500,Dandruff,5.0,Anti-Dandruff Spa
43,Female,Sensitive,Thinning,1000,Aging,3.0,Anti-Aging Facial
56,Male,Combination,Coily,10000,Acne,4.0,Chemical Peel Treatment
63,Female,Combination,Wavy,5000,Dullness,4.5,Vitamin C Glow Facial
64,Female,Dry,Straight,1000,Pigmentation,4.0,Hydrating Facial
48,Female,Sensitive,Curly,5000,Pigmentation,4.5,Keratin Therapy
52,Female,Normal,Curly,10000,Frizz,3.5,Keratin Therapy
34,Male,Dry,Curly,1000,Acne,5.0,Deep Cleansing Facial
32,Female,Combination,Curly,10000,Dullness,4.0,De-Tan Treatment
45,Female,Combination,Curly,5000,Dandruff,4.0,Keratin Therapy
30,Male,Oily,Straight,1000,Aging,3.5,Deep Cleansing Facial
46,Female,Normal,Thinning,10000,Frizz,4.5,Advanced Hair Spa
57,Male,Oily,Coily,2000,Dullness,4.5,Chemical Peel Treatment
33,Female,Dry,Coily,1000,Acne,3.5,Deep Cleansing Facial
53,Female,Dry,Straight,2000,Hair Fall,3.0,Advanced Hair Spa
21,Male,Oily,Thinning,10000,Dandruff,3.5,Chemical Peel Treatment
34,Female,Dry,Straight,2000,Pigmentation,3.5,Hydrating Facial
52,Female,Dry,Curly,3000,Aging,4.0,Gold Glow Therapy
37,Female,Oily,Thinning,500,Frizz,4.5,Deep Cleansing Facial
50,Female,Oily,Coily,1500,Aging,4.0,Deep Cleansing Facial
60,Non-binary,Combination,Curly,2000,Acne,5.0,Chemical Peel Treatment
52,Male,Oily,Coily,3000,Pigmentation,3.5,Chemical Peel Treatment
53,Female,Combination,Wavy,5000,Pigmentation,3.0,De-Tan Treatment
47,Non-binary,Normal,Curly,10000,Pigmentation,4.5,Keratin Therapy
54,Female,Normal,Thinning,3000,Dullness,3.5,Advanced Hair Spa
62,Female,Combination,Curly,2000,Pigmentation,3.5,Keratin Therapy
24,Female,Sensitive,Wavy,1500,Dandruff,3.5,Scalp Treatment
64,Non-binary,Normal,Coily,5000,Hair Fall,3.5,Advanced Hair Spa
31,Male,Dry,Thinning,2000,Aging,5.0,Anti-Aging Facial
54,Male,Dry,Straight,5000,Frizz,5.0,Keratin Therapy
43,Male,Dry,Thinning,1000,Aging,5.0,Anti-Aging Facial
21,Male,Normal,Wavy,1000,Aging,3.0,Scalp Treatment
18,Female,Dry,Straight,500,Acne,5.0,Deep Cleansing Facial
45,Female,Oily,Straight,3000,Dullness,5.0,Chemical Peel Treatment
53,Male,Sensitive,Coily,500,Acne,5.0,Deep Cleansing Facial
36,Female,Sensitive,Straight,1500,Acne,3.5,Deep Cleansing Facial
36,Male,Dry,Straight,3000,Pigmentation,3.0,Hydrating Facial
35,Female,Normal,Wavy,1000,Hair Fall,4.0,Scalp Treatment
55,Female,Oily,Straight,500,Aging,3.0,Deep Cleansing Facial
43,Male,Oily,Curly,10000,Dullness,4.0,Chemical Peel Treatment
55,Female,Oily,Curly,500,Frizz,3.0,Deep Cleansing Facial
60,Female,Combination,Straight,500,Acne,4.5,Deep Cleansing Facial
37,Male,Oily,Wavy,1500,Acne,4.5,Deep Cleansing Facial
24,Female,Normal,Curly,10000,Pigmentation,4.5,Hydrating Facial
18,Female,Normal,Wavy,2000,Dandruff,5.0,Anti-Dandruff Spa
53,Female,Normal,Thinning,3000,Pigmentation,4.5,Advanced Hair Spa
56,Female,Oily,Thinning,1000,Pigmentation,4.5,Deep Cleansing Facial
51,Male,Normal,Straight,2000,Pigmentation,4.5,De-Tan Treatment
22,Female,Combination,Thinning,2000,Aging,4.0,Anti-Aging Facial
